TIC,Tmag,KIC,numax
137216996,12.2562,4262239,53.53
159765285,10.4508,7890365,92.57
159763149,12.1739,8624143,56.71
159761966,10.2587,9021204,7.99
137219793,12.0354,3117024,36.01
159763292,11.0845,8624155,82.55
137221100,11.1774,2443903,66.53
137307538,11.7115,1295475,40.05
137219373,11.6848,3342658,36.5
159762708,10.3561,8752893,67.87
26418909,12.2341,11402359,30.9
159728105,11.9747,10140432,46.42
159764474,12.2135,8165159,75.44
137218816,9.8093,3545147,55.31
159768446,11.8591,6690733,33.78
137217945,12.0318,3850744,41.07
159768603,10.2341,6605413,25.77
26417696,11.4032,10975126,30.45
137211854,11.6332,6363338,40.16
137220917,12.2304,2576417,59.18
62916310,9.6236,10534377,37.87
63000622,10.815,8818252,18.02
63000262,12.2804,8952278,45.4
26417849,11.2861,11029151,36.56
137219430,10.7956,3235616,105.18
137212487,11.9005,6122831,163.54
137212930,11.2642,5959615,28.47
137221696,11.3032,2160901,58.84
137216656,12.0935,4464406,191.36
26418024,10.9688,11083613,88.09
62917374,12.1879,10011212,41.23
137221065,12.3243,2444062,56.07
137212123,12.1282,6284459,38.06
137221420,11.7654,2303756,27.26
63004685,11.6027,7033059,26.93
63001733,9.1679,8365018,96.8
137217814,11.9155,3954671,44.59
137220547,11.5009,2713894,36.04
62916972,11.8723,10207268,19.38
63002035,10.6614,8232851,46.81
63004952,10.5971,6948001,47.95
137320212,9.7427,4262505,88.55
63001722,11.4155,8365052,52.54
137318138,11.0512,3444374,56.43
137315780,11.1732,2303870,22.3
63002935,12.0955,7821913,22.35
62916966,10.865,10207321,64.33
26493052,10.8765,11243761,9.86
63005421,9.9604,6690934,29.16
63000178,11.0053,9021464,40.17
137319420,12.0008,3954766,14.48
137319625,11.9744,3954770,80.85
137342106,11.791,6363534,31.8
26493854,11.0754,11083701,31.07
62917401,10.6575,10011329,36.48
26487946,9.3848,12208809,45.28
137341587,10.6477,6204450,32.97
63004486,11.8587,7117362,55.34
137315967,12.2171,2444316,33.08
137316633,11.6648,2714090,52.7
137316446,12.0705,2714108,38.56
137320241,12.2334,4262667,15.91
137338987,12.1432,5098794,186.66
137319142,10.5987,3747777,44.27
62916829,11.8429,10339089,37.51
137315900,9.5808,2444348,30.57
137319920,12.0626,4157786,49.44
137319642,11.2154,3954857,37.03
62999873,11.3751,9154290,29.68
137314076,10.827,1433593,69.14
26538853,11.8621,10796857,89.08
63002150,10.5171,8165444,41.46
26493267,12.0683,11190108,23.61
137313811,12.0877,1296068,59.56
137315700,11.7962,2304104,34.04
137319030,11.0937,3747860,36.36
63002125,11.9032,8165471,31.72
63000790,10.1052,8753234,57.17
26538191,11.1252,11029396,28.45
137318866,11.8408,3646645,32.05
137316417,10.2514,2576993,31.38
63004215,11.0117,7281777,37.09
137314017,10.1534,1433730,40.37
26538123,8.8139,11029423,76.0
63001601,11.259,8430504,57.94
137317129,11.8003,2990932,177.66
63002405,10.3192,8097384,36.15
137341511,9.6599,6123202,54.18
63004297,9.7482,7200117,58.19
63001920,11.9193,8299489,140.82
137319693,10.0411,4057744,25.02
63004341,10.997,7200133,39.73
26488489,12.3849,12111110,29.57
137315987,11.397,2444598,32.48
62916455,10.0146,10469976,53.76
63004139,11.7891,7281826,29.49
137313986,9.5065,1433803,150.14
137316543,9.8652,2714397,33.08
63001275,11.6725,8559852,28.14
26488268,11.3285,12159715,62.62
137317076,12.2841,2991027,29.45
137337108,11.4883,4365609,35.03
63004866,12.2958,6948317,35.93
137342027,12.2984,6363792,39.73
63005251,12.0789,6777074,57.61
137317127,10.8864,2991043,6.05
137315238,8.8767,2015820,45.49
137342442,10.9421,6522182,7.93
63010621,10.8942,8495082,8.67
137319199,12.0574,3851328,34.54
137316687,11.4489,2714470,28.36
137340677,11.1751,5790744,50.48
137316937,11.9746,2853886,34.61
137317973,11.8642,3343372,41.28
63007141,9.4672,7033467,73.14
63066608,12.0664,9021799,35.47
63010519,12.188,8495124,20.77
63006167,9.6576,6605929,42.01
63070154,10.4054,10599712,37.22
63070131,11.3639,10534826,27.35
63066422,12.1176,8885470,30.47
137315536,7.58076,2161731,101.9
63007091,12.2424,7033518,67.47
351056321,12.0028,2577330,31.79
351059059,10.519,3236379,59.9
351070393,7.58366,5790837,47.43
63069401,11.0827,10207623,40.62
351052232,12.1763,1296507,126.62
351060640,9.4236,3646933,5.71
63070056,11.4552,10534891,54.58
26493244,11.2797,11190322,54.82
351062600,9.574,4058004,40.55
63010286,11.7799,8365522,53.78
26538229,12.1238,11029591,29.98
63065890,12.0243,8689270,163.96
351060385,11.2757,3546046,179.67
63009250,11.3368,7960031,23.22
63010649,11.8404,8560056,103.12
63069835,11.8308,10404656,22.65
63006649,9.6674,6863017,34.16
26492367,10.9086,11350341,160.12
63069296,10.7113,10141036,39.59
351059483,12.1446,3343621,22.77
63070299,11.9972,10665518,32.58
351071229,10.968,5960293,28.23
26493846,10.7503,11084022,44.42
63006071,11.0347,6606106,32.3
351071387,9.8442,6042429,22.75
351056896,11.6385,2714785,116.05
63010096,12.3092,8299794,40.78
26539556,12.0076,10861311,78.75
26540479,11.7095,11190388,199.14
63065797,10.8543,8624940,37.09
351062040,11.5959,3955502,24.68
351073439,12.0665,6522489,155.6
351055721,11.2177,2304765,7.01
351061389,12.0796,3748487,29.62
63009303,11.6555,7960136,31.88
26540307,12.2522,11084086,36.08
26540578,12.0135,11190431,12.19
63009371,10.125,8028908,141.15
351070309,12.2214,5791045,109.2
63007526,10.7898,7200574,32.82
351071274,11.6266,5960394,29.39
63068292,11.9428,9710305,153.8
351052760,11.8455,1434395,24.41
351053808,11.7485,1723047,142.81
63006713,12.1425,6863185,58.3
63009489,11.67,8097755,29.19
26543092,10.8498,12159919,175.75
351071945,11.4232,6123643,25.87
351062000,9.6192,3955590,20.62
26541244,10.875,11455176,36.4
351060855,11.868,3647215,136.71
351073498,10.4011,6522553,56.9
351060246,11.739,3546258,39.94
63006013,12.071,6522571,37.21
26541726,10.5038,11661782,60.73
351061066,7.92556,4058265,41.0
351062771,9.8795,3748585,44.83
351055676,11.9526,2304883,27.95
63009999,9.5379,8299922,85.91
351070507,11.0237,5791135,44.39
351054086,12.0011,1870196,191.7
351060806,11.4933,3647291,6.19
63009640,9.2824,8097831,39.57
351059319,10.4241,3343931,79.57
26542804,11.5763,12062344,111.76
351061735,10.3145,3851859,37.26
63065908,11.6186,8689478,6.19
351061269,10.9162,3748691,38.71
63065660,12.2435,8560280,163.94
63010296,9.4862,8365782,82.94
351069671,10.8217,5620302,30.83
351062704,11.2351,4058403,52.76
63074826,12.3254,8689522,35.06
351055980,9.47341,2445426,114.1
351059123,12.1415,3344050,28.11
26541493,11.6908,11559187,71.12
351054033,12.036,1870433,215.81
63120794,11.7552,7033996,38.17
137346431,10.7487,1575886,100.8
26541407,12.1451,11559206,83.45
137350498,11.9165,3445572,38.55
137349115,12.4288,2854735,5.49
63121675,11.6955,6606484,190.62
137347297,10.8395,2016676,81.28
63075585,12.1328,8365859,31.65
63070861,6.77091,10404994,41.85
137347496,12.0867,2162486,36.45
63121244,12.1205,6777790,47.77
63120119,11.3886,4366351,55.49
137403682,12.1394,7282550,31.09
137347322,9.9183,2016706,38.33
137402034,10.7665,3748913,33.97
137402949,11.9053,4058578,141.51
137407369,12.2451,5876758,34.94
137348526,11.0313,2578198,67.91
137349464,10.2105,3118806,19.28
63120085,11.6697,7363339,37.67
137403339,12.0002,5960693,33.72
137407682,10.6364,4263846,52.77
137402164,12.3119,3748941,31.79
137346276,11.5599,1576043,5.43
63075684,11.1788,8365908,29.93
63075698,11.5418,8365909,39.94
63120990,11.2757,6949064,35.17
63119998,11.4787,7363357,43.44
63076037,11.7301,8233775,81.0
137403368,11.581,4263884,35.49
63075366,11.1192,8495626,50.76
26540253,10.3877,11084302,31.7
63121402,11.1974,6777888,32.09
137404095,8.5974,4562675,66.14
63119859,12.243,7445517,64.39
63119844,11.0128,7445518,88.51
137350320,12.2378,3445799,46.02
63120646,10.5494,7118412,47.07
137350274,11.454,3445822,31.46
137350114,12.3988,3344365,210.18
137346711,12.1698,1723656,30.89
26541000,11.4739,11403129,42.8
63071245,12.2043,10208149,29.1
63075579,11.9456,8431241,31.07
63121677,11.3012,6606669,28.46
137348724,11.0017,2715523,52.15
137348997,9.8812,2854994,135.9
137347935,11.7926,2305407,170.48
137350150,11.8275,3344409,35.79
137408911,11.4146,6443407,72.78
137403068,12.0714,4159205,33.85
63121350,10.3542,6777971,80.42
137407383,11.9648,5876919,50.01
137349059,11.1207,2855034,150.47
137349310,10.6531,2992250,41.16
137406818,10.6954,5620596,40.39
26584390,11.8441,11084377,33.36
137346837,11.7054,1723752,197.28
63121575,12.2053,6692078,30.73
26584199,11.9011,11190725,108.48
137402454,11.9188,3852384,13.81
137347943,11.9262,2305479,79.1
137406869,11.8701,5620636,155.55
63072285,11.6043,9771031,57.43
63071127,12.0371,10274445,45.37
63075984,11.2815,1723843,108.0
137346651,11.5669,8233917,30.08
63075419,11.0241,8495760,33.82
63119913,9.32209,7445653,31.33
137403647,12.1925,4366624,85.43
137349127,8.8678,2992350,45.65
137348192,11.8142,2445947,32.8
26584239,11.1037,11190768,228.77
137404183,10.1344,4655788,39.59
137346553,11.4536,1576420,44.6
26582967,12.2719,11662090,45.45
63074761,9.3307,8754075,31.98
137350824,11.6734,3647918,44.14
137403531,12.059,4366669,22.73
137347711,10.8826,2305590,49.46
63119914,11.076,7445698,40.43
63120650,10.1101,7118566,17.13
63070638,11.6238,10535494,30.59
137408959,12.0768,6443511,29.34
137402422,11.4975,3852505,55.65
137346292,9.7386,1576469,90.4
137402204,10.7841,3852512,31.75
137406771,10.7697,5620720,56.19
137406649,10.2991,5534253,37.43
137408006,9.5008,6124244,5.01
63074866,9.8876,8689860,9.0
63121265,10.8588,6778122,42.63
63070846,11.7276,10405280,5.98
63070893,11.1901,10405285,19.57
137403470,11.8222,4366731,32.37
137402506,11.8115,3956425,28.3
63121599,11.2254,6606904,45.65
137348225,12.2295,2446141,42.68
137407660,11.8831,5961015,45.72
63121196,12.0023,6863866,24.78
63071264,10.8308,10208330,40.37
137350679,11.2247,3547041,103.77
137349273,11.197,2992573,43.45
137406726,11.7325,5534335,45.96
137407968,10.8583,6043187,63.38
26583239,10.6142,11559478,37.48
63127396,12.2926,8754155,31.48
63122764,11.3466,6863899,101.46
63126384,11.1552,8366239,184.32
137411817,12.0145,5449223,37.28
137414764,10.5335,4366812,60.89
137411071,9.8479,5706341,86.7
63124197,11.2738,7445885,31.44
63203472,11.4405,10405377,83.88
63123432,10.5514,7118721,69.91
137409864,11.7933,6205783,33.37
137414927,10.5833,4366880,65.11
137483517,10.138,3749487,70.68
26583195,12.3427,11559552,27.47
137409098,12.2654,6523278,32.07
137486632,11.6344,2446327,54.44
137486871,10.1191,2305930,27.23
137485308,11.4,3119526,38.72
137409132,11.1086,6523301,42.16
137488602,10.7069,1435573,25.71
63122954,12.063,6949533,35.99
63203376,11.879,10405436,218.62
63127295,11.2687,8690009,28.97
137485158,11.445,3119555,84.15
137487626,10.2929,2017541,9.5
26584362,10.9976,11084620,26.43
63203425,12.3116,10405445,27.23
137484052,11.5515,3547236,136.95
137411023,10.5229,5791844,54.04
137486937,11.3123,2305992,101.0
63125788,12.1453,8098454,230.34
63124039,11.6607,7445982,29.12
137410802,11.88,5877262,38.42
137410995,11.793,5791860,25.61
137487983,11.3987,1871465,33.55
63129675,11.9177,9710979,30.41
137410877,10.3636,5791889,122.63
137410952,11.6597,5791891,6.98
26583748,10.3199,11350954,21.47
26583659,10.9757,11403437,34.19
63129538,11.5016,9649940,31.78
63122600,12.1951,6778420,31.37
63126719,11.4414,8496042,42.39
26583167,10.9677,11559645,26.98
63126592,10.8971,8431695,60.65
63124207,10.684,7446090,35.09
63122596,11.1141,6778474,28.83
137486416,10.4634,2579142,5.41
137483084,11.5504,3956786,34.12
26582799,11.5301,11713326,31.61
137482993,11.9792,3956793,26.28
63122996,11.7299,6949692,55.32
137409681,10.1752,6286142,12.44
137482882,12.0508,4059499,51.08
63126269,12.2811,8300692,26.85
26583313,12.1722,11507936,78.42
137486027,11.8683,2716376,38.16
63125705,12.3069,8098590,127.44
137411301,11.9048,5621122,34.12
63127578,11.14,8819748,33.76
137487166,12.2199,2163597,33.54
63122226,9.9404,6607275,16.73
137485178,10.2185,3119825,9.87
63126922,10.7383,8560949,31.73
137488538,9.5404,1577143,35.02
63126358,10.4351,8366486,40.79
63125735,11.9176,8098608,126.15
26583882,9.548,11297585,34.52
137410753,11.4889,10732050,81.68
26585259,12.233,5877422,38.35
63123834,10.3101,7283269,14.21
424864578,11.2434,10920746,244.86
63203586,10.4433,10471148,54.81
137484215,11.4532,3547488,73.34
63129605,10.9444,9650046,69.39
63203760,8.1984,10600807,57.96
63126262,10.9268,8300747,16.1
424815765,12.0054,11403541,30.77
63122960,10.5733,6949816,81.4
424864509,12.2939,10976412,133.64
137410999,11.1343,5792113,35.96
137409455,12.091,6365234,34.28
424816207,11.3629,11244839,7.86
137411231,12.1633,5706724,98.47
137485330,10.963,3120004,32.28
137412031,12.1562,5363820,43.15
137486267,9.9186,2716608,67.73
424816221,11.1291,11244855,37.04
137487005,11.9444,2306481,36.59
63124135,11.3308,7446296,68.61
137411233,10.6063,5706760,39.61
137487541,11.9537,2018007,34.33
63123767,10.4199,7283405,70.19
63123229,10.8252,7034957,33.34
137546953,11.0739,2163856,74.72
137552493,11.9584,4367337,91.93
63129738,10.4735,9711231,47.5
424815807,10.234,11351140,31.8
63126687,12.3382,8496232,227.81
137546441,12.0837,1871927,65.85
63204077,10.9858,10600926,29.68
63212858,11.0607,7119181,67.79
63206296,11.5172,9650172,66.04
63213998,11.2282,6607484,21.39
424815277,10.0994,11559818,38.33
137550027,11.6676,3446842,30.47
63210084,9.6261,8166918,46.82
63213670,9.6184,6778771,30.8
137555302,12.1755,5363893,46.38
137555866,9.7071,5534910,113.5
63213653,11.5835,6778789,31.6
63206302,11.6793,9589060,13.11
424816019,12.2854,11297725,146.8
63208932,11.5613,8561126,34.94
63206110,9.0991,9711269,64.96
137547563,11.4198,2447046,169.63
424815587,10.9166,11455925,30.61
137552649,11.7823,4466582,117.81
63212250,10.4463,7364232,52.92
63210314,11.5473,8098815,225.69
63206384,9.3044,9589101,17.9
137555846,11.4591,5534973,65.78
137557972,11.1548,6286441,11.02
63209300,11.2373,8431946,29.1
424816128,10.3833,11244968,23.22
137548002,11.5421,2579661,138.35
63211829,10.9108,7529215,90.64
424864380,11.5694,11030524,94.27
137548564,11.4408,2856412,35.94
137551412,11.8939,3957206,35.01
63209455,11.4578,8366758,26.44
424864366,12.144,11030542,53.64
63209064,11.9429,8561202,61.44
137550198,11.0855,3547853,42.56
137555803,11.4912,5535029,13.92
424864114,11.1001,11138375,33.66
424864161,12.0989,11084934,90.41
137546219,10.9648,1872166,77.7
137546607,12.118,2018283,135.86
63206128,10.9902,9711349,15.26
137555503,11.2747,5449922,24.43
424864351,11.7649,11030582,32.92
137557734,10.3814,6206407,36.61
137546062,11.1383,1725183,47.1
137558252,10.6418,6365511,76.44
63210300,11.8996,8098926,48.45
137545921,8.62627,1725190,98.48
63212959,11.7272,7035184,31.59
63208943,11.1082,8561238,56.68
137546210,9.747,1872210,72.27
63213523,11.9861,6778970,34.33
137556592,10.2597,5792421,44.21
137550298,10.8459,3547943,31.16
424814765,9.6483,11763919,37.13
137550528,11.6972,3648982,35.67
63211995,11.061,7446560,12.49
137546892,11.8886,2164262,61.05
63213637,11.5512,6779009,33.35
137548557,10.3341,2856589,30.18
63211796,12.0644,7529355,30.77
63206811,12.2079,9405221,74.24
137546739,11.0402,2018392,33.92
63206650,12.1689,9466054,31.36
63214215,11.4768,6523986,33.65
63212536,12.0552,7202003,35.27
63213785,11.8643,6693095,26.67
63213417,12.2611,6864746,31.17
137557846,11.5306,6286613,21.31
137556591,8.8653,5792500,44.4
137551177,10.4207,3853555,9.87
63213816,12.1623,6693110,68.46
137555655,11.7163,5450049,45.88
137557985,10.0288,6286633,64.36
137556302,9.8704,5707098,41.53
137548957,11.1046,3120486,136.39
137547056,10.1594,2164327,45.01
63206892,9.716,9405269,37.24
137546243,10.5914,1872375,102.64
137556177,11.9851,5707115,90.12
63206420,10.0653,9589271,8.78
63211906,11.9906,7446648,145.63
137551983,11.5328,4160709,6.52
137547412,12.1785,2447476,86.97
63213906,7.84487,6607814,65.74
137555371,10.6568,5364240,70.47
137547655,10.9959,2447529,109.36
137549223,11.2277,3120567,65.72
137546670,11.9512,2018537,182.49
137556564,10.1534,5792581,79.0
63206096,10.4552,9711492,51.04
63210305,10.819,8099073,42.09
137549423,11.5239,3238626,23.8
137557300,10.965,6044054,72.4
137548994,10.9454,3120585,104.13
137548436,10.6833,2856795,97.07
63206841,11.786,9405336,31.41
137548561,11.8082,2856803,32.1
137548394,12.0806,2856815,29.05
137551466,11.8013,3957521,30.75
63210147,11.747,8099102,26.84
63206119,11.1297,9711510,53.97
63213498,11.8902,6779144,29.43
137546204,12.1532,1872517,25.56
137547505,10.0822,2447604,54.4
63213483,10.4607,6864897,40.17
424867902,12.1559,11611663,26.04
137556083,9.6738,5621757,22.39
137546159,10.0422,1725552,8.93
63206798,11.463,9405368,20.67
63212726,12.0204,7119652,129.95
137557929,8.7836,6286760,18.29
424866570,10.254,11138542,14.9
137548788,12.085,2993958,46.66
424867721,11.6357,11560054,28.84
63207165,12.2701,9282173,128.11
137556952,11.3132,5961985,255.58
137632306,11.5562,4160892,8.63
137635089,10.6689,8496572,34.67
63209211,11.687,3120676,35.2
63206379,11.4867,9589369,157.21
63209386,10.9881,8432219,43.44
137637502,11.2725,2018667,30.0
424865509,11.05,10732526,64.1
63212856,10.5858,7119694,20.87
137638097,11.4431,1725626,33.53
424867573,12.1025,11508336,30.62
424866662,10.5227,11191444,27.02
63210105,10.5937,8167286,173.87
63204389,12.1296,10471628,92.78
424867343,11.4499,11403918,72.91
424865272,10.546,10666932,37.5
63211638,10.576,7609378,34.35
137627346,11.4646,5962031,12.59
63206137,11.1237,9650527,55.85
63209357,10.457,8432239,51.05
63213406,9.8511,6864995,40.28
63209826,10.4186,8234900,170.22
63212044,12.0153,7364706,34.07
137628061,9.5204,5707338,81.89
137628778,10.422,5450269,17.73
137628799,11.9199,5364445,29.19
424866898,11.6212,11245225,34.8
137634775,10.8155,3238859,52.14
137558888,11.1105,6365867,27.31
63285695,10.4116,8167335,79.51
424866920,11.4387,11245234,32.24
137558798,11.0978,6444595,20.93
63288739,10.7451,9405480,22.73
424867689,12.0481,11560127,43.12
424867174,11.4655,11351480,36.15
424865969,11.0129,10921258,24.82
137627902,12.104,5707416,49.87
137633472,12.1086,3750613,15.39
137633570,11.1576,3750614,51.48
424866006,11.8585,10921270,15.32
137627691,12.3176,5792848,29.54
424867441,9.7464,11456246,32.05
137628436,10.3289,5535541,10.67
137627391,11.6016,5962165,36.21
63285750,10.755,8235013,29.95
63285704,11.7339,8167413,36.26
137637860,10.7938,1872842,41.72
137627701,12.148,5792889,150.71
424866674,10.3521,11191557,70.53
63289311,11.2433,9589500,105.74
137632709,9.753,4060545,47.21
63283104,11.727,7202417,183.49
63215101,11.6316,6865157,9.05
424866844,11.0715,11245307,33.92
63288491,10.3645,9282363,29.14
137637291,10.1473,2164874,12.17
424865673,12.015,10798647,104.74
63288729,10.2795,9405555,18.21
137559321,10.505,6206897,32.51
137628614,9.74082,5450439,222.4
137632633,12.069,4060615,72.05
63282932,10.6765,7119934,61.45
63282647,12.1837,7035696,80.19
137627950,11.2505,5707560,32.45
424866910,11.5791,11245339,42.84
137633522,11.235,3750783,109.69
137633562,10.7446,3750794,32.58
137628104,12.2729,5622103,27.25
63288652,9.82927,9343974,204.9
137633308,12.1872,3854153,36.45
63285792,11.9409,8235144,159.33
137636898,10.8756,2307683,39.95
137632919,9.7515,3958093,31.82
137634670,11.8714,3346398,44.42
137633726,11.64,3649673,30.8
424868232,10.8387,11764270,34.63
63284018,7.97721,7529928,29.12
137627299,11.9698,5962369,30.67
137632619,11.5877,4060807,7.51
137633585,11.2553,3750891,55.3
63289343,11.0739,9589638,40.6
137636576,10.0821,2448225,36.56
137632871,12.0598,3958124,46.07
137627935,12.0602,5707691,8.44
137637729,11.0603,2019258,17.09
137627360,11.6462,5962395,34.48
137559160,10.9081,6287184,8.13
137636815,10.6038,2448260,40.43
137638100,10.2912,5793098,32.65
137627750,12.0796,1726211,30.7
137632913,12.2239,3958165,182.28
137633872,9.241,3548732,44.48
137637168,11.5233,2165198,88.75
137638221,10.8704,1726245,46.52
63289008,12.1369,9466520,52.37
424866290,10.292,11031040,26.71
137638057,9.6468,1873204,29.96
137558943,11.96,6366210,51.4
137627130,12.1614,6044646,22.86
137634706,11.0534,3346501,20.79
137627359,11.6731,5962451,92.45
137638089,12.2151,1726291,149.79
63215024,10.1362,6779699,87.14
63289477,11.1994,9650881,36.47
424866139,11.2634,10977040,52.18
63291808,11.4915,10667309,22.3
137684097,11.7294,2019396,37.17
424867465,10.9791,11456449,113.52
63283000,11.6741,7202701,29.44
63282394,12.0116,6865501,44.9
137755991,10.7508,5878547,38.14
63291477,12.3598,10471973,215.46
63288284,11.5547,9219958,35.97
137756693,11.844,6125862,38.12
63288673,12.3211,9344114,114.12
137686434,11.6178,2994762,36.55
137755536,11.1278,5707854,15.05
137756645,10.7807,6125893,7.31
137686623,12.3368,3121427,158.52
63288253,11.9294,9219997,56.13
63289595,11.6718,9711988,37.56
63369571,11.9869,6950976,54.91
63362948,12.2783,9405867,62.54
26596456,12.0583,10733042,30.35
137684571,10.2984,2165450,105.68
63368085,11.728,7530188,32.74
26596951,12.1664,10977146,161.09
26597845,9.5593,11298371,36.0
26657087,9.4301,11764438,31.39
63293695,11.8367,9832790,108.29
63367999,11.8786,7610008,31.83
137689137,9.8418,3958400,54.53
63369333,10.1659,7036099,64.29
63369387,10.4568,7036104,26.75
26656701,11.693,11612112,37.85
63363628,10.6841,9220076,34.15
26656642,11.5962,11560465,59.53
137688534,10.6323,3751222,39.47
26656898,11.3128,11663151,35.14
137754787,11.8589,5450937,84.2
137688706,7.9979,3854605,39.4
137687228,11.2311,3346779,22.2
137689125,11.824,3958463,33.89
137754849,11.5991,5536129,37.07
63293762,9.0039,9772366,75.95
137685138,11.4022,2448679,39.0
63293883,8.9941,9772371,28.66
63366261,11.2548,8235448,32.01
137687121,10.5213,3239707,43.84
63369301,10.3794,7036151,41.28
137757598,9.0147,6524873,41.2
137684359,12.3386,2165615,37.78
26597848,11.7095,11298425,211.29
137755786,11.2119,5793427,103.24
63365682,12.2387,8432800,135.16
26656812,11.0006,11612171,36.9
137685200,11.4514,2448756,35.73
26597784,11.9547,11245628,42.24
137688619,10.2541,3854695,54.94
63370040,10.0072,6694150,80.85
26597108,12.1949,11031234,28.28
63363825,9.9405,9156571,38.02
63362860,11.9525,9466774,27.99
137684432,12.057,2165710,36.68
26657085,12.1726,11764544,33.84
137687251,12.3396,3346914,98.48
137686377,10.6874,2995130,47.41
137687636,11.7268,3448282,29.64
26656712,11.5144,7530401,31.01
63368060,11.2767,11612200,31.34
137756720,11.3179,6207510,96.11
137688973,12.0587,3958615,10.22
63362798,12.0229,9466804,30.56
137756106,11.6607,5962817,33.15
137684801,12.2841,2308429,263.03
137686438,10.4087,2995197,9.91
63294070,11.5872,9712200,48.97
63368084,10.1554,7530451,50.1
63367957,11.96,7610244,34.6
63368246,10.1165,7447703,37.71
63367702,11.4481,7685039,35.54
63369429,11.9742,7036344,36.83
63367857,11.8373,7610274,180.09
63369575,11.401,6951289,111.27
63368050,10.5836,7530496,54.38
137755210,11.7981,5622780,55.52
137689088,12.3944,3958725,70.29
63369069,8.8045,7120637,31.65
137756606,8.1911,6126225,58.19
137687144,10.9916,3347054,19.71
137755733,10.4108,5793628,48.89
63291913,10.5831,10602015,183.57
137686646,11.2365,3121940,28.14
63362478,10.5168,9590062,140.3
137684437,12.0121,2165894,57.59
26597257,12.1849,11085766,84.27
26597916,11.0904,11298561,37.64
63366279,11.822,8168080,43.27
63369625,9.8293,6866002,31.13
137765255,10.3063,3854943,178.86
63369885,12.161,6780222,128.86
26656336,9.0595,11456735,90.94
137817635,11.2587,2449020,68.28
63365812,9.8634,3347110,34.84
137815679,11.9236,8367834,28.83
63292187,11.6119,10472318,143.43
63292571,8.1303,10341704,39.69
137758480,11.1849,6207670,32.06
137760556,12.1132,5451290,33.19
137816227,11.6205,3122000,27.91
26656424,8.2736,11508928,34.16
63363756,11.9901,9156729,45.31
63368519,11.0091,7365701,32.02
137757883,11.6184,6445497,38.08
137765152,11.9497,3855003,20.36
63363559,11.7062,9220379,27.98
26597226,11.0987,11085809,35.99
137816812,10.0209,2858440,46.9
137815815,11.5643,3240111,31.84
26656767,11.521,11612320,9.48
63370494,11.6444,6525150,34.45
63362306,10.4922,9651313,58.29
137765202,11.4287,3855032,32.46
63367885,10.1768,7610417,87.21
137765147,11.5183,6045299,26.5
137759114,9.9433,3855039,19.95
63362814,12.1801,9466998,20.96
137818077,11.6867,2308762,5.67
26656546,10.7121,11508970,34.22
63368737,11.121,7284968,34.01
63369822,12.1944,6866149,45.64
63293661,10.7393,9833073,32.05
26597569,9.5053,11192141,8.74
26656832,11.5572,11663387,32.74
63453139,11.4824,9833091,31.69
137762382,11.4317,4838815,64.52
63449139,11.7879,8302107,23.41
137815479,11.3535,3347286,39.9
137816123,10.533,3122185,99.99
137762219,11.7314,4927098,29.86
137765226,11.5877,3855126,56.66
63373640,10.0779,7685260,38.22
137762114,11.8121,4927101,40.34
63370816,10.9412,6609265,19.68
63451749,11.4451,9283112,38.59
137815374,12.0976,3448729,25.12
137762590,12.0226,4749874,181.22
63451065,11.2039,9024483,34.18
63452965,11.2074,9712445,181.47
137815960,11.8,3240280,28.48
63451985,10.919,9344639,6.23
63452260,12.29,9467102,119.42
63371609,10.8829,6866251,94.81
137817791,11.9695,2449327,26.3
63373745,11.4639,7685316,38.12
63452222,10.3066,9467117,23.43
137758348,10.443,6287950,35.82
63371410,10.6441,6780490,38.03
137760281,10.9968,5623097,241.2
63454801,11.7417,10537243,32.38
26748843,10.4287,11298714,62.65
63371938,12.1092,7036675,238.77
137816391,11.4482,2995753,48.23
63453038,12.0683,9772754,37.29
63372597,11.9806,7285117,30.85
137817548,10.9862,2449374,37.77
63373268,11.9075,7530849,104.04
63448731,11.2952,8168324,8.59
63373187,10.3812,7448051,33.46
137815465,11.5608,3347431,69.4
137816862,11.3387,2719113,32.6
137815968,11.8762,3240365,29.67
26750418,10.5196,10667886,34.66
137815609,9.6091,3347458,39.99
63452831,11.1661,9712510,33.88
63373425,12.0667,7610636,52.38
26748138,12.1218,11560861,46.82
63451945,11.9768,9344741,44.58
26748422,12.0971,11456927,24.41
26748888,9.498,11298776,40.36
63452148,9.3341,9406415,58.14
137758612,9.8146,6208018,241.58
63452077,11.5923,9406426,28.19
26749753,10.8294,10977629,24.89
26666715,11.9229,11612476,30.31
137758679,10.9216,6126632,39.94
137760308,11.3479,5536758,31.07
63371578,11.7384,6866396,43.43
26749907,11.8045,10922092,43.05
63449044,11.3949,8235991,109.53
26750115,10.9601,10799530,38.15
63448743,12.1744,8168444,217.9
26750428,11.3703,10667966,31.07
26749956,10.892,10863535,8.61
26749467,12.3679,11086013,24.0
137817591,11.9882,2449558,89.52
63451797,11.7912,9283248,33.81
63453240,11.9984,9833272,42.02
137759240,8.3547,5963339,9.29
137817587,12.0251,2449570,105.49
63451048,11.201,9024667,25.16
137816229,11.9481,3122548,35.05
63454828,11.3997,10537376,32.43
137766087,12.3481,3549969,30.3
137816419,11.1083,2996019,31.56
137818035,12.0469,2309235,35.22
63455082,12.0427,10602372,94.0
