TIC,Tmag,KIC,numax
399860517,9.944,11498298,42.55
120971743,12.1405,3219744,47.25
158316973,11.6016,7019157,27.75
399827720,11.627,10910541,29.63
120971811,12.2626,3327006,28.86
158317175,11.7557,7103182,19.26
399861140,12.3645,11855667,198.52
158321657,10.0198,9700053,220.49
399827833,11.6972,10966241,97.29
399860590,10.8692,11550567,37.27
121013802,11.5248,5347736,154.17
158317312,11.7371,7267593,47.54
158322491,10.3291,10196797,31.14
120971297,11.8098,2972876,97.69
120970620,11.0084,2424822,95.0
120970989,9.9596,2695975,10.28
120972777,9.5001,3836105,5.97
399861296,10.1895,11955410,33.3
158316983,12.1643,7019217,43.55
120971461,11.3592,3100505,34.48
158317564,11.4766,7348314,84.05
158316831,11.7071,6934127,36.76
121018393,11.0199,5171912,67.3
121020962,11.1925,3631092,191.62
158316533,12.0894,6762834,34.44
158317016,12.2801,7019247,169.13
158316626,10.9309,6762849,7.13
158320336,11.17,9009735,17.19
158317143,11.0751,7103297,39.17
121022620,9.7236,2424934,33.7
158326536,12.0561,8678018,32.43
121022631,10.0609,2424955,51.65
121020054,10.0641,4141815,43.59
158387360,10.8284,6591336,24.36
121022311,11.0463,2696115,20.46
158323643,11.7979,10328727,135.08
158385986,11.093,7430415,19.63
399827800,10.4705,10910674,36.34
399861040,8.9264,11805390,31.55
158326003,11.2271,9009805,50.67
121019172,12.069,4732137,186.17
158385036,7.8775,8016586,49.9
158385259,11.8816,7878963,30.06
158326144,11.8987,8941196,63.39
158326087,11.115,8941202,34.8
158387464,11.7228,6508300,33.91
121015996,10.5694,6429457,24.17
158385904,11.337,7513379,110.05
158326236,11.2075,8873797,30.24
399861269,12.1039,11905997,63.74
158387486,10.9577,6508328,38.77
121022800,12.1293,2285827,167.32
158384813,12.2472,8153600,28.92
121018434,10.9607,5084662,42.03
121021663,12.3128,3220095,27.91
399867165,10.3122,11805460,37.62
121021914,11.7005,2973238,55.16
399911301,12.2627,11394192,23.45
121022769,10.1836,2285898,24.82
158326525,10.8472,8742545,142.5
121021204,10.5505,3429018,39.04
158385749,12.3465,7594308,28.57
399912123,9.5655,10966458,32.63
158385916,11.8964,7513482,39.38
399912203,10.9293,10910802,21.32
158325991,9.9958,9009957,179.17
158387206,11.4268,6676788,29.68
399911704,11.9353,11181828,33.85
158324163,9.402,10001167,19.93
158385818,11.0059,7594337,97.55
158386381,11.4418,7186274,32.32
121020858,11.0491,3631402,47.63
158323758,11.3658,10263341,91.61
121018395,9.2425,5172229,40.49
158385430,11.6752,7809908,36.3
121016257,12.0608,6350696,187.59
121020216,10.0423,4042300,56.16
121018589,11.6367,4996676,231.18
121020218,11.4326,4042308,39.81
158323681,11.7057,10328921,6.84
158324584,9.9145,9760904,28.82
121016718,12.05,6028972,14.89
399912158,11.1371,10910839,43.4
121083683,12.2281,2557864,29.35
121112984,9.3261,6271732,32.0
121085122,11.2245,3530520,36.52
399911176,11.2413,11446691,27.78
121084097,12.2978,2835657,86.27
158386589,10.756,7103666,36.55
399867404,10.7218,11704163,46.28
121083477,11.9543,2425348,31.78
158323645,11.6584,10328946,33.52
158387278,11.6261,6676885,34.86
399911687,12.087,11181891,33.11
121083537,12.2543,2425375,42.03
121083760,12.1787,2557942,31.29
121085474,11.0998,3733028,176.84
158385079,10.6454,7948086,42.4
121084082,11.3794,2835720,59.73
399912233,11.1273,10910889,45.13
121113923,12.3145,6508544,32.63
158324289,11.6051,9941713,48.6
158391550,10.969,8613617,169.91
121084446,10.6851,3101090,31.89
158388232,12.2455,6848793,26.53
121112672,12.0131,6191190,121.89
121083909,10.0089,2696628,10.35
158388603,12.118,7103784,30.78
121113601,9.4288,6429747,55.16
158387784,11.6462,6591762,9.3
158387825,7.9232,6676993,6.56
399866395,11.7042,12251066,47.87
121109039,11.8026,5172478,41.64
158394272,12.0375,10001326,47.69
399912052,12.2898,10966634,42.95
158387961,8.3843,6763448,15.84
121112874,10.3868,6191288,25.31
158390148,10.4457,7948193,111.91
121113285,12.1423,6350918,32.64
121083869,10.8231,2696732,91.08
158394064,10.8375,9881167,33.06
121112164,10.0,6029189,70.23
121083809,11.4967,2696739,193.25
121086315,11.0059,4350501,138.53
158388802,11.2246,7186542,41.44
121083514,10.3115,2425631,21.12
158389110,9.5755,7430868,54.16
158388377,11.2556,6934780,26.28
121108884,12.1856,5084999,95.28
158389212,9.8006,7430892,30.6
121113230,10.8525,6271966,155.71
158389721,10.8525,7741179,27.55
158395080,10.3964,10459696,61.48
158390557,12.3793,8153907,190.12
158389644,10.5358,7670419,29.77
121108431,8.983,4909449,12.24
158390788,11.321,8288152,4.88
158388587,8.7205,7103951,54.7
121085024,11.0974,3530823,44.46
121084147,10.5939,2836038,37.33
158390805,11.4044,8288164,30.35
158390134,11.9125,7948268,120.45
121085252,11.3554,3631817,46.76
158389850,11.5968,7810207,5.38
121085284,9.4746,3631821,58.14
399913818,10.1425,11341723,28.79
158389991,11.9704,7879392,230.13
121085547,11.6568,3836911,56.52
158389630,11.0832,7670489,35.41
158387898,12.1662,6677205,44.44
399913249,11.6668,11020885,31.3
158388101,10.404,6763633,110.43
158395057,11.4144,10459794,46.41
121119161,10.4406,4997023,52.69
121120505,11.0398,4640537,34.47
121126598,7.35279,2696955,106.77
121114238,11.9132,6429995,55.58
121124241,12.2551,3530942,56.0
399914613,11.0948,11805792,35.78
158395106,12.2789,10459809,41.49
158390402,9.2852,8085964,95.17
121125903,10.8207,2973894,27.58
158393977,11.3761,9821622,63.39
158395061,11.7824,10459817,34.42
158388446,11.5511,7019953,29.3
158391772,11.7026,8742912,105.95
158389002,12.177,7349134,61.75
158394966,11.1344,10394570,33.04
158390400,8.212,8085998,34.91
158394426,8.5114,10064712,4.99
158412596,10.6787,10524715,64.26
121126495,10.3984,2697082,31.32
158426681,9.4849,6849148,16.53
121121561,10.6649,4247831,33.08
121113955,10.8381,6508943,34.36
158423770,11.2935,7594865,31.34
121115639,10.9677,6029474,75.52
158413604,11.8294,10130148,30.47
158426864,10.3165,6849167,34.39
121113968,11.0075,6508967,38.16
158423734,12.3382,7670643,31.65
121122381,11.9699,4042863,64.33
121124263,9.3742,3429738,56.55
158419332,11.9208,8678638,188.26
158427535,11.8338,6677387,27.71
121125166,12.0368,3220837,182.15
121123027,12.1969,3837095,34.37
399914652,11.8774,11805876,129.39
121123073,9.5523,3837107,103.25
158414291,11.5326,9942071,34.87
158423349,9.7471,7741472,204.08
121125394,10.1853,3101632,29.43
158427369,12.329,6677430,47.03
399913755,10.7577,11288779,13.38
121122412,10.8673,4042951,31.29
121122493,10.5954,4042977,138.28
121114964,9.5585,6191711,32.67
399913197,11.9198,10966950,28.09
158414783,9.7817,9821783,35.2
158413316,11.7341,10197619,8.91
399915459,11.6097,12300740,31.88
158416056,11.1256,9517003,7.64
158427971,9.3932,6509096,42.68
158424983,11.0514,7349386,28.11
158421776,10.8718,8086192,75.49
399913614,8.2855,11235672,74.43
158421243,9.2026,8222189,23.02
158423541,11.5889,7670794,34.1
158426543,10.1728,6935260,42.89
121122686,11.4235,3940854,57.86
158427962,11.2785,6509135,37.22
121212594,11.6172,2558794,35.32
121213284,11.8424,3101815,35.0
158422410,12.1997,7948629,211.47
158425433,11.2606,7187059,54.35
158425414,10.6623,7187063,28.42
158427180,11.5391,6764026,81.47
158427378,12.1733,6677631,28.52
399951625,8.9459,11288888,15.26
158423883,11.1056,7595155,28.95
121213573,12.1064,3221086,84.39
158427411,10.2215,6677653,72.54
121216033,11.2485,4640930,175.49
121213979,11.3799,3430048,35.82
158413106,12.1576,10264013,96.29
158416157,12.2576,9517131,50.32
158415343,10.8966,9700899,33.04
121212626,11.3236,2697501,50.64
399950997,11.6096,11602793,121.73
158421577,10.2113,8154383,66.09
158426231,10.9098,7020371,15.66
158422178,10.3638,8017459,35.4
158416049,11.4419,9517149,8.57
158426073,11.511,7020392,29.85
158416549,12.0116,9394918,37.77
158414023,12.1223,10001796,33.1
121214062,11.0345,3531478,239.7
121216293,10.2593,4821839,20.06
121214805,10.705,3941027,68.47
399951883,10.4795,11128910,37.22
158433192,9.4227,7810708,12.39
158488226,8.5204,10065049,14.19
158487832,10.5988,9881628,27.4
158432376,9.958,7595285,29.48
121213452,10.6919,3221239,124.04
121214549,12.186,3837488,97.79
158487963,10.3078,9942292,43.53
399951710,11.7381,11235816,32.62
399952054,11.6415,11075808,38.86
121218763,10.7807,6192043,110.28
158486720,10.885,9332840,39.99
158488771,11.992,10394950,50.6
158431625,10.3031,7431665,53.83
158429066,11.0163,6764229,59.24
158488997,11.6934,10460243,29.77
158432130,12.1416,7514596,30.57
158432633,11.787,7671029,36.48
158484716,10.5362,8354896,97.04
158432852,11.5528,7671055,7.24
158487833,12.0517,9881708,140.29
158487659,10.8423,9761597,58.44
158431823,12.0586,6592627,45.68
158428558,11.7113,7431712,81.39
158428163,10.5919,6430534,28.53
158484212,10.4983,8154541,39.1
158487222,12.32,9578794,31.11
121214855,12.0602,4043436,31.7
121214370,11.6013,3734104,58.22
399950937,12.0255,11654184,32.39
399949891,11.95,12201835,29.68
158487669,10.7578,9761625,9.23
158488135,12.2181,10001935,32.39
399950841,12.4647,11704816,92.89
399951459,10.7511,11394905,38.9
399952026,11.0877,11075908,37.82
158488898,11.8997,10460324,24.0
158428998,11.6573,6764361,25.38
158428727,12.0203,6677950,31.88
158429110,11.8187,6764382,29.53
158487103,11.8276,9517331,45.3
158489063,7.1546,10525205,30.9
158488368,12.2251,10130679,61.18
158432610,11.6018,7671178,29.07
158433654,11.9649,7880096,35.69
399951655,10.5528,11289128,29.52
158432424,10.3709,7595572,50.71
399953649,10.8654,11129153,28.88
158484193,11.5089,8154693,142.22
399955775,8.4542,12301048,16.02
158429388,10.2876,6849932,14.75
121276599,12.1272,3102386,19.34
158489034,9.8918,10525282,35.19
121276636,10.8571,3102411,139.36
399954506,6.8583,11603064,15.11
121274963,8.9201,4143334,34.55
399953648,11.7545,11129191,81.22
158432965,11.6299,7742049,23.7
399955651,12.1848,12201962,53.67
399956079,8.8271,12453551,51.85
399954309,11.2245,11499428,32.9
158552161,11.7171,7350025,32.0
399954580,11.3739,11654305,52.46
121276524,11.0866,3102479,38.39
121276490,11.84,3221723,32.44
158491772,9.0186,9395227,43.49
399953941,11.7473,11342308,66.2
121271185,8.7016,6272933,40.44
158495688,12.3015,8017898,75.62
158495239,11.2918,8154799,24.12
121271310,10.0823,6192431,35.1
121272380,12.2896,5606907,15.45
121270834,11.3247,6509721,33.09
121270839,9.9515,6430834,38.4
121275268,11.0805,3941538,23.81
158552297,11.9704,7269400,34.03
158494970,11.7727,8154817,44.02
158494904,9.1679,8222691,29.86
121271156,11.4676,6272964,27.83
158494747,12.0243,8222712,28.77
158552713,11.9377,7105049,34.76
121274902,10.9862,4143460,39.77
121274849,12.1958,4143467,48.96
399954336,11.3505,11551628,54.05
121275187,11.524,3941607,84.26
158491461,9.3164,9517542,20.76
158491560,11.7439,9517544,107.8
158491908,11.0341,9333184,32.41
121275080,9.9556,4043870,29.48
121275986,11.9502,3532085,104.49
158553387,11.5563,6764685,120.84
158553191,10.454,6850177,45.64
399955546,10.6705,12152850,31.65
158553823,11.9221,6509819,31.52
158489708,11.7457,10395327,24.82
121326080,11.1824,3532113,46.43
399956038,9.0392,12453667,101.52
158553550,12.134,6678322,19.97
158553109,12.1508,6936091,92.75
158553570,11.8295,6678328,31.0
158489552,10.1093,10525475,39.12
121330988,8.9473,6273063,31.64
121326643,11.2962,3838075,36.24
399953734,11.9928,11182706,38.94
158492129,12.2576,9271986,184.98
121327904,11.2955,4548530,19.57
158551790,11.4514,7515137,67.28
399955421,10.7068,12055136,8.5
121329651,12.1797,5520879,19.24
158495985,11.0742,7949258,33.48
399954118,11.8683,11395200,30.27
121330956,11.2599,6273090,233.13
121327888,11.0731,4548564,57.33
121326369,10.7943,3633057,50.83
158491871,10.2744,9333290,24.42
158489710,11.6014,10395400,30.53
399953887,10.951,11289335,36.07
158490039,9.6626,10198347,42.29
158551613,10.9363,7671562,30.07
121326751,11.1484,3838180,59.59
158553505,10.717,6678428,35.57
158553607,9.9993,6678432,56.16
158553575,12.0917,6678433,110.02
158490157,8.3872,10131030,104.91
158489587,11.7338,10460723,22.97
158496410,11.5588,7880417,190.47
158551894,9.283,7515243,36.15
158553733,10.2106,6593240,31.6
158553497,10.685,6678472,123.21
158491546,8.5686,9517698,43.28
399954375,11.0149,11551746,45.51
158553462,12.0511,6764900,44.94
158489535,10.5695,10525595,116.38
121326345,10.2233,3633152,33.85
298785655,10.1516,11551758,31.61
158490535,10.9652,9942816,40.33
158491489,10.695,9517713,30.13
298784796,11.4391,11129442,37.47
158552392,12.1084,7269710,29.91
158553283,10.2823,6850417,36.25
158492220,12.1591,9209366,129.83
158557379,11.8157,8222944,91.72
158557861,11.1042,8420770,33.16
121325945,10.9753,3431022,33.98
121327303,11.2364,4249128,41.25
158554537,10.2479,6850464,33.67
158557017,11.2261,8087067,100.75
121329499,10.8819,5435961,34.09
158559784,11.1164,9395535,22.97
298784768,10.6422,11129480,43.94
121325436,11.8257,3102990,29.74
158556690,12.0644,7880509,57.81
158556653,11.7103,7880511,6.47
121329528,12.1989,5435995,42.07
121325496,10.4694,3222220,29.83
158561464,11.6843,10198496,236.8
158554422,10.8434,6765032,7.41
158560224,10.3987,9579328,33.52
298785429,9.4905,11447802,44.95
121327065,7.12402,4044238,34.55
158556531,10.7897,7811522,27.17
158559380,11.4771,9209471,25.8
121329618,11.7836,5521176,28.66
121329945,11.9048,5693324,65.36
121327206,11.7427,4143913,55.65
121325208,9.7631,9579357,132.88
158560184,11.2749,9640480,48.26
158560395,10.0804,2975717,27.86
158554022,8.38869,6510183,82.6
158560729,12.1779,9822609,54.58
121333142,10.8208,5521210,23.36
298785056,10.6996,11289515,29.05
121331692,11.5351,6352407,234.11
121333385,11.0322,5436082,39.07
158559935,10.6124,9456153,33.59
158561109,11.874,10002556,29.41
298786561,10.9934,12006471,37.33
298786756,10.9374,12104584,29.07
158559753,11.1334,9333501,27.72
158555945,9.8303,7515516,95.14
158560879,11.44,9882316,179.09
158557766,11.8194,8420916,77.07
121393508,11.2143,4249357,48.2
298787542,11.8669,12504153,44.5
158559576,12.0772,9272281,32.62
298785189,9.1405,11342694,75.05
121394974,11.2165,3431244,32.96
298784696,11.9461,11076453,51.89
158561824,9.5251,10395638,42.12
298785304,11.3082,11395438,33.62
158556699,11.7141,10065848,30.16
158561166,10.4729,7880664,38.93
158554559,11.7312,6850665,95.02
158554134,12.2289,6593596,28.99
158556737,11.3699,7949585,40.77
121332912,10.9867,5693454,123.12
158555660,12.2334,7350673,33.08
158560935,10.025,9943018,28.06
158556820,10.3232,7949599,34.02
158562241,10.1077,10656124,10.48
158554054,10.8834,6593623,37.9
158554184,11.7266,6593627,36.17
158559921,12.2964,9456242,137.1
121333199,11.4302,5521374,41.23
158561050,10.8965,10002647,37.21
121333771,12.1175,5262577,32.36
298785146,9.5398,11289615,100.74
121393840,10.4987,4044462,35.25
298787418,11.1686,12401274,39.78
121394018,11.7082,3942191,31.68
158559335,11.1275,9145781,237.15
298786750,9.0736,12104686,70.88
121394060,10.3513,3942203,34.77
298787477,11.843,12454043,28.17
158555586,10.2376,7350769,90.77
121333764,11.9528,5262610,89.2
158556878,11.9373,8018464,44.12
158556069,10.5109,7596350,43.92
121394787,10.9041,3532734,147.29
158560801,9.8776,9882446,50.06
121333870,10.7344,5174302,15.42
158555233,11.8784,7188323,135.6
158562103,11.0188,10590683,26.65
298787358,11.193,12401315,28.33
121333119,12.216,5607690,125.61
298784963,10.3762,11236536,43.76
298833943,11.8476,12301522,36.8
298836285,12.0019,11289675,26.32
121333544,11.4278,5350163,75.55
158561338,11.126,10131438,37.88
121331495,12.3169,6510447,37.51
298834152,9.2741,12202431,38.07
158624690,11.3535,10198761,49.5
158626827,11.3759,9145861,133.02
158631062,10.9496,7270142,53.55
298836350,12.0917,11236571,190.83
158629178,10.59,8155468,40.75
158632053,11.4662,6765408,17.56
158625940,12.3814,9579569,243.88
121394508,10.206,3735269,36.2
121395355,9.5814,3222670,34.31
121333321,12.118,5436415,119.19
158630924,12.1827,7350897,129.65
121394624,12.2374,3633751,178.92
158629823,10.756,7880893,133.46
158629375,11.7496,8018575,18.61
121333748,11.6564,5262768,37.77
298834167,11.8236,12153274,92.11
298834456,11.6113,12055552,36.69
121460680,11.1198,5262788,39.94
158631617,10.4425,6936796,22.36
158625352,11.1467,9882550,37.83
158630726,12.0327,7432909,171.11
158626840,10.9309,9145952,33.92
158630870,10.4146,7350968,14.31
158626942,9.1994,9145955,130.25
121462550,11.9201,6352802,76.82
298836642,11.6598,11129788,35.55
121460976,11.5514,5436490,49.53
158631221,9.3867,7188504,30.71
121460744,12.2878,5350351,135.14
298836199,11.9802,11289759,32.09
158627037,11.6624,9079904,41.95
158625677,12.2363,9701905,25.71
121405106,10.2616,3103685,17.05
121456892,11.4486,3222834,169.74
121458059,12.0264,3942500,49.57
158627111,12.166,9012061,10.56
298833584,10.3875,12454201,39.85
158626298,10.0635,9456478,19.73
298834187,11.3677,12153346,30.18
121457384,10.5635,3532985,92.57
121460522,11.5805,5174562,30.68
121457778,12.0627,3735447,67.06
298834411,10.1565,12055632,51.27
298834186,12.2388,12153362,16.83
158631269,12.225,7106052,48.14
121461049,11.5031,5521718,57.0
158629053,12.1888,8223463,132.43
158626292,12.2587,9456506,67.3
158625791,10.3526,9640886,35.15
158630913,10.5484,7351098,117.16
298836303,9.9439,11289822,72.7
121460560,12.1549,5262944,29.12
121458348,11.7971,4044855,43.87
158632091,11.5111,6679278,35.24
298834657,10.2591,11957092,44.4
158631107,12.153,7270385,111.52
121405171,12.0345,3103827,51.57
121460448,11.1726,5174642,10.74
121460631,12.215,5262973,28.89
158562568,9.3533,10461323,89.72
158631656,11.2879,6936990,38.16
121462790,12.2442,6431857,34.11
158631137,12.1968,7188655,36.35
158630406,11.5035,7596701,46.05
158631155,11.5719,7188662,110.26
298837472,10.9315,10721900,36.75
121460244,11.7877,5087190,69.53
121456725,11.4273,3223003,35.49
158562573,11.0649,10461347,31.02
121460554,12.0064,5263007,33.05
121458069,12.2171,3942658,30.96
158631195,11.9275,7188690,33.48
121458063,12.1944,3942667,38.61
298836543,11.6914,11183305,16.97
158630314,11.5484,7672292,53.26
158625328,11.3343,9882766,163.95
158626333,11.2049,9456598,40.63
298834069,10.1646,12252410,50.58
121458087,11.5161,3942701,147.85
158631290,11.6418,7106197,31.66
158662113,12.0279,10396076,141.88
298836626,11.016,11129945,49.88
298834175,12.3024,12153488,30.78
158634615,12.2459,7516156,162.2
121462831,10.9554,6431941,21.35
298834736,12.3476,11957192,89.64
121461391,11.9946,5694017,183.4
158660812,10.6153,9702057,27.2
298836001,11.3994,11395816,33.59
298836409,12.2635,11236845,43.44
121457320,12.1463,3533223,68.76
158635168,10.7841,7743176,29.39
158660478,10.9874,9579860,55.73
158634997,11.07,7672405,14.29
121461047,12.2077,5521974,26.65
121460937,10.5613,5436814,10.27
158659973,11.5629,9334010,6.17
158659492,11.16,9146245,54.95
158659285,12.0075,9012317,28.13
158662553,11.5572,10591093,164.36
158660131,10.4796,9396095,29.34
121468282,11.842,3634224,96.79
158659448,9.5214,9080175,48.61
298894751,11.3933,11289990,35.37
158633935,11.9821,7188868,34.22
298891922,12.1684,10722067,51.86
158635414,12.2748,7881275,32.09
298898098,11.7193,12552858,157.66
158633331,10.1551,6851401,104.72
121467887,11.1151,3839310,12.99
158633466,12.1825,6937257,60.73
158661761,10.856,10199187,17.35
121464740,9.9736,5522071,115.4
158659772,9.5089,9210116,58.49
158660950,11.7394,9762752,34.12
158635777,11.8347,8019020,26.8
158660491,11.6386,9579999,31.47
158633975,12.293,7188950,41.66
121468169,12.1357,3735912,200.92
158659651,11.6781,9210148,29.38
121465522,11.1601,5087542,34.74
158659553,12.1639,9146372,104.01
158634550,11.939,7433459,30.24
158633396,10.0213,6851499,51.93
298896849,10.1545,12007085,6.51
298891987,8.8231,10722175,112.86
158660528,12.0149,9580043,74.66
158634469,11.9633,7433485,44.09
121468451,9.74448,3533464,192.74
158634746,11.3335,7597056,33.63
158661824,10.7799,10199289,245.38
158635408,11.95,7881395,32.64
158633531,12.0866,6937384,29.27
158632771,10.9848,6594505,35.21
121467915,11.7178,3839443,39.15
158660447,10.0643,9518506,50.71
121468203,10.0485,3634488,231.49
158659557,10.2345,9146423,18.63
121464745,10.6214,5522224,12.69
298897906,10.2653,12454554,38.09
158635605,7.2079,7950369,9.0
158661529,11.1794,10066568,27.73
298837764,11.8947,10656842,123.63
121465450,9.8391,5175152,84.92
121468211,11.5411,3634542,40.59
158659692,10.8012,9210256,113.46
158660689,11.1166,9641246,36.16
121464190,9.8153,5779724,6.16
298896284,11.6604,11756686,24.63
121468202,11.8932,3634578,30.24
121465377,9.8082,5175172,38.14
121465994,12.0251,4912124,62.66
298837763,11.8612,10656884,15.26
121464195,11.7661,5779754,30.98
298894389,11.4642,11237133,33.14
158663023,10.4322,10461757,25.9
158663900,12.1757,10003349,48.35
158665849,9.6563,9080407,46.24
121465147,11.8806,5263537,32.62
298896810,10.1469,12007247,29.29
158665689,11.9674,9210319,27.89
298897047,12.0361,12105282,64.32
121598588,9.7351,5263571,24.92
158668304,9.9688,8019232,32.23
158664435,11.7542,9762943,36.52
158720408,9.5986,7743539,41.32
158720702,11.3338,7597230,38.43
158664814,10.4089,9580171,22.52
158665964,9.8851,9080445,39.79
121547531,11.8433,3736195,35.11
298896971,12.343,12056072,22.8
158665158,10.2516,9396363,43.78
158663848,11.0178,10003419,36.15
158720797,10.7254,7516687,35.25
121547331,9.0707,3634720,36.96
298965675,11.7616,10788540,29.62
158664163,10.3943,9883123,92.8
298962815,11.3687,12007304,214.93
298962109,10.8062,12302104,33.38
158663555,10.7301,10132247,63.73
158668512,10.3491,7950550,62.18
158720264,9.5363,7812552,209.91
158665534,11.128,9273073,39.21
158721855,11.5,7022581,195.21
121547433,10.2045,3736289,49.94
121546837,12.1045,3432659,33.18
298962404,10.285,12153827,46.58
158664459,9.6063,9763021,125.06
158720078,11.7743,7881649,35.48
121598728,12.3515,5351254,27.8
158668130,12.2657,8088143,6.96
158665535,12.2884,9273106,28.83
158665996,11.8428,9012783,36.18
121546920,10.0783,3432732,81.79
158720049,11.7024,7881669,31.94
121598375,12.1231,5175464,29.04
158720775,11.8257,7597390,30.35
158663934,11.2473,10003497,27.84
158664186,10.6376,9883214,28.62
121599494,9.1199,5694720,31.69
121547521,11.2299,3736401,32.44
158668239,11.6241,8088198,35.61
158721570,12.0878,7189418,114.16
158664719,11.6738,9641447,28.0
121598590,11.8882,5263777,29.51
298962885,11.6452,11957627,22.02
158665020,11.461,9457108,92.85
121546925,11.3088,3432802,143.43
121599166,10.8207,5522575,115.88
158720544,10.0881,7672969,29.64
158665916,10.387,9080606,130.89
158668192,11.0425,8088244,31.7
158665393,11.8173,9334504,28.21
158664613,10.1895,9641484,36.15
158664839,11.6882,9580343,31.54
158664964,8.6408,9518802,93.05
121547530,11.1498,3736477,29.94
121598780,11.3211,5351405,40.32
158721858,10.7488,7022759,6.99
298961578,12.2861,12553243,30.81
158720538,10.9298,7673019,19.57
298962253,11.042,12203243,196.54
121598395,9.6914,5175621,51.92
121599258,11.4119,5608922,33.9
158665300,9.6554,9334554,34.28
158664476,12.0257,9702609,45.76
121598837,12.3506,5351445,29.72
121599650,11.4426,5780142,30.07
121598215,10.8854,5088148,31.71
158721060,12.0131,7433988,37.65
121599153,11.6494,5522686,60.93
158664774,11.6883,9580407,28.65
121546896,12.1681,3432992,35.45
121598055,11.4101,5000089,163.04
158729044,12.2585,9273251,169.42
158723382,10.6096,6680386,28.95
298962718,11.0429,12007558,26.76
121602084,12.145,5949648,41.91
158724501,9.791,7189610,36.37
121603620,12.3106,5175734,28.03
121603848,12.3343,5088231,27.63
121606988,11.1701,3331352,38.02
158731158,12.349,10265939,28.32
121606818,11.9923,3433065,191.56
158725002,12.2581,7434109,178.36
158730187,12.0484,9763240,218.71
158723154,11.2615,6595127,33.22
121602854,11.9353,5522822,24.82
121604056,9.2759,4912702,76.1
121602991,11.8822,5522844,32.56
158729943,11.1513,9641636,28.54
121603779,10.4622,5088362,37.95
298968421,11.6724,11757076,38.2
298970357,10.6595,12598914,21.21
158723145,11.5092,6595263,70.34
298966418,12.2199,10853817,59.95
121602462,11.0771,5780424,10.01
121602573,11.5056,5695096,33.94
298968609,10.2272,11807840,16.87
121604411,11.2278,4735859,52.84
298968577,11.1528,11807844,9.18
158730541,11.9426,9944065,62.7
121603896,10.6055,5000307,42.16
158729244,11.7521,9334793,28.25
158729598,9.0819,9519051,28.11
298969449,9.3971,12203455,30.78
298969286,9.3982,12105681,56.9
158724387,12.2279,7189887,29.95
158731327,11.5527,10331610,31.83
121602950,11.9942,5523030,38.79
121604605,8.45456,4643888,50.71
298966156,12.2407,10722949,27.51
298966118,11.8389,10722954,56.39
121604147,10.6687,4912918,102.77
158730021,10.9992,9702841,37.7
121601956,11.9053,6032371,12.62
158729863,10.3557,9641772,35.07
121603233,12.167,5351878,221.62
298968850,12.3741,11908482,153.06
158730090,10.8912,9763419,33.21
121602333,10.4346,5866138,88.96
158730318,12.0899,9823871,41.73
121603023,11.2335,5437909,207.09
158724763,12.0901,7352442,69.04
298968342,11.7108,11706564,21.39
158723452,10.994,6680734,17.47
298968437,11.3843,11757206,29.65
121602489,11.982,5780614,171.5
298969567,11.8724,12253210,58.85
298965979,11.4784,10657617,135.39
121603850,11.7114,5088599,34.48
158731330,10.6421,10331686,232.03
158729481,11.7225,9457533,167.71
298965972,11.1925,10657633,45.4
298970057,10.6678,12455117,32.09
298966214,9.6184,10789202,44.81
298969703,11.0801,12302516,31.82
158792033,12.3151,7434457,59.69
121659831,10.7618,5264406,23.15
158786664,11.8907,9823926,170.76
298968799,11.7569,11908532,37.19
158791037,11.8843,7882132,30.34
158792567,10.7755,7190047,29.82
121659257,9.68378,4913049,218.65
121659818,8.8321,5264460,30.75
158792855,10.1171,7023331,36.05
158791317,10.5197,7744204,52.74
298969741,12.0104,12302542,33.07
298970171,11.9751,12505388,30.02
158787530,11.8799,9457576,34.05
121656807,12.0366,3534649,33.77
158793162,12.0329,6852570,35.59
121658489,11.9211,4550935,22.73
298969627,11.6259,12253294,42.61
298970101,8.7535,12455203,75.7
298968428,11.7757,11757305,24.18
158791952,11.5726,7434573,80.08
121658363,10.5148,6852624,74.78
158793268,13.6755,4454123,28.91
158785896,11.606,10200093,33.62
158791631,10.6989,7598106,37.46
121660917,9.9141,5780782,10.8
158793304,10.051,6767249,38.71
158789165,11.7272,8681180,60.31
298969541,12.0001,12203653,40.31
158789295,12.0162,8681186,30.69
298970145,11.7354,12505459,31.23
158786139,11.8114,10067407,34.81
158791833,12.1307,7517638,30.9
298969328,12.1813,12154360,49.11
121660903,11.8927,5780828,60.55
121729623,10.8339,6032639,46.04
299030143,11.8373,11808139,159.88
158787354,12.1965,9519335,40.91
121659816,11.9588,5264655,30.37
158792473,12.1298,7190231,32.38
158792247,11.0957,7352718,34.63
158786129,12.0744,10133033,193.19
158792237,9.8203,7352727,36.37
299029478,11.527,12105938,37.99
299029193,11.9257,12253381,22.0
158785665,12.1167,10331908,61.98
121658392,11.5244,4454278,35.25
299028725,11.4445,12455334,162.19
121660203,11.5472,5438256,32.39
158785243,11.1152,10592249,37.22
158792299,12.1157,7272020,38.84
299029617,9.5007,12056767,35.37
158788072,7.47868,9211088,31.63
299028779,11.909,12455357,28.52
121659788,11.736,5264769,35.63
158787611,11.2722,9397110,38.58
121661017,11.8279,5866537,103.82
158788117,10.6156,9147335,50.2
121661194,7.76175,5950394,38.71
121659878,12.3722,5264795,27.27
